Téléchargé sur lestransactions.fr sous Licence CC-BY-NC-SA
ISIN;Société;Déclarant;Date;Nature;Instrument;Prix;Volume;Total;Total en part de la capitalisation (x%);Monnaie;pdf
FR0010380626;PROLOGUE;GEORGES SEBAN, PDG;2018-01-23;Cession;Action;0.7371;10000;7371;0.022336363636363637;Euros;http://www.amf-france.org/technique/multimedia?docId=d06ab9cd-4817-4c0e-8f17-cff8d7095a1b&famille=BDIF&bdifId=812535DD8102_2018DD535218
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-23;Cession;Action;7.6102;2170;16514;0.09174518888888888;Euros;http://www.amf-france.org/technique/multimedia?docId=13beb21c-83c2-400e-8f99-e369e171ac2c&famille=BDIF&bdifId=712535DD8102_2018DD535217
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-22;Cession;Action;8.0154;2175;17433;0.09685275;Euros;http://www.amf-france.org/technique/multimedia?docId=b0e47b4e-6b74-4676-9080-409c2783a7e0&famille=BDIF&bdifId=612535DD8102_2018DD535216
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-24;Cession;Action;7.3326;3995;29293;0.16274298333333334;Euros;http://www.amf-france.org/technique/multimedia?docId=d7f90e0a-b9d0-4f1d-862a-92e70989f168&famille=BDIF&bdifId=512535DD8102_2018DD535215
CH0008175645;TELEVERBIER SA;AFI.ESCA S.A., Président;2018-01-30;Acquisition;Action;50.0;1000;50000;0.07142857142857142;Euros;http://www.amf-france.org/technique/multimedia?docId=3d05bfa2-a5ad-4201-b28e-0d08fcd88efc&famille=BDIF&bdifId=707535DD8102_2018DD535707
FR0004175842;SELECTIRENTE;HUBERT MARTINIER, Président du conseil de surveillance;2017-12-31;Conversion;Action;71.1;304;21614;0.020585142857142857;Euros;http://www.amf-france.org/technique/multimedia?docId=174e8c0e-eb3a-4ba1-a767-fe393246d58f&famille=BDIF&bdifId=107535DD8102_2018DD535701
FR0000039620;MERSEN;DIDIER MULLER, Group VP Asia;2018-01-24;Cession;Action;40.0;7650;306000;0.03805970149253731;Euros;http://www.amf-france.org/technique/multimedia?docId=295d7648-7fdf-4d5f-aa78-4dd8bb570156&famille=BDIF&bdifId=266535DD8102_2018DD535662
FR0000063737;AUBAY;Paolo Riccardi, Directeur general deleguee;2018-01-29;Cession;Action;37.1489;3170;117762;0.023458568326693224;Euros;http://www.amf-france.org/technique/multimedia?docId=334ae2e0-6494-40e5-9fbe-500caa87a986&famille=BDIF&bdifId=066535DD8102_2018DD535660
FR0000071797;INFOTEL;Bernard Lafforet, Président directeur général;2018-01-30;Cession;Action;54.275;20000;1085500;0.30236768802228414;Euros;http://www.amf-france.org/technique/multimedia?docId=2ab571df-98cd-4b38-88a3-d0809f6c772d&famille=BDIF&bdifId=046535DD8102_2018DD535640
FR0012650166;ELECTRO POWER SYSTEMS SA;massimo prelz oltramonti, chairman;2018-01-26;Acquisition;Action;11.2114;21319;239015;0.25427216659574464;Euros;http://www.amf-france.org/technique/multimedia?docId=d4d97130-004c-4ec9-8ff4-2052ac986fa9&famille=BDIF&bdifId=836535DD8102_2018DD535638
FR0011884378;LUCIBEL;Anne Granotier personne liée à FREDERIC GRANOTIER, PDG de Lucibel;2018-01-30;Cession;Action;2.8235;4450;12564;0.04332612068965517;Euros;http://www.amf-france.org/technique/multimedia?docId=70b4541f-510f-4905-af71-0df4af8b988b&famille=BDIF&bdifId=436535DD8102_2018DD535634
FR0011884378;LUCIBEL;Anne Granotier personne liée à FREDERIC GRANOTIER, PDG de Lucibel;2018-01-29;Cession;Action;2.847;4114;11712;0.04038813103448275;Euros;http://www.amf-france.org/technique/multimedia?docId=60824504-26a2-4b7f-a918-440e2680e6a8&famille=BDIF&bdifId=336535DD8102_2018DD535633
FR0000054231;HIGHCO;Gérard De Bartillat, MEMBRE DU CONSEIL DE SURVEILLANCE;2017-11-07;Acquisition;Action;4.94;1140;5631;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=929083e7-6e2f-40a3-9bec-1c74c3bdc6ac&famille=BDIF&bdifId=075535DD8102_2018DD535570
FR0010613471;SUEZ;Francesco CALTAGIRONE, Administrateur;2018-01-26;Acquisition;Action;12.007;3000;36021;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=aad64305-896f-49db-bc6a-8683a2a66116&famille=BDIF&bdifId=064535DD8102_2018DD535460
FR0000060303;FONCIERE DES MURS;PREDICA SA Societe Anonyme, Membre du Conseil de Surveillance;2018-01-24;Echange de titres dans le cadre de la Fusion-Absorbtion de FDMM par FDM;Action;0.0;0;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f0be82c8-b525-4e4f-826f-963525fbf404&famille=BDIF&bdifId=883535DD8102_2018DD535388
FR0010202606;SIDETRADE;olivier novasque, Président;2017-10-17;Acquisition;Action;60.246;50;3012;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=23cef802-33e6-4f7b-8d97-ec590b02b0ca&famille=BDIF&bdifId=093535DD8102_2018DD535390
FR0010202606;SIDETRADE;olivier novasque, Président;2017-10-27;Acquisition;Action;67.06556;90;6035;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=692bcd1a-9286-4176-a43f-e681a897c487&famille=BDIF&bdifId=193535DD8102_2018DD535391
FR0010202606;SIDETRADE;olivier novasque, Président;2017-11-03;Acquisition;Action;67.39;15;1010;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=1d4a9eba-4e82-4c5b-a893-2a18eb9de44b&famille=BDIF&bdifId=293535DD8102_2018DD535392
FR0010202606;SIDETRADE;olivier novasque, Président;2017-11-13;Acquisition;Action;73.2546;50;3662;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=688dd96b-95a7-4aae-962d-ea8fb97cf703&famille=BDIF&bdifId=393535DD8102_2018DD535393
FR0010202606;SIDETRADE;olivier novasque, Président;2017-12-01;Acquisition;Action;67.09;35;2348;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=3de6fde6-383f-4614-817c-11152d88a1d5&famille=BDIF&bdifId=593535DD8102_2018DD535395
FR0010202606;SIDETRADE;olivier novasque, Président;2017-12-05;Acquisition;Action;67.5;25;1687;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=ad25333b-3944-4503-a3f0-a12890b8cce6&famille=BDIF&bdifId=793535DD8102_2018DD535397
FR0010202606;SIDETRADE;olivier novasque, Président;2017-12-18;Acquisition;Action;66.1762;100;6617;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e1e427d1-ebbc-4559-a468-4e28178c44e2&famille=BDIF&bdifId=893535DD8102_2018DD535398
FR0010465534;EO2;SA PACIFICO SA, MEMBRE CA;2018-01-26;Cession;Action;7.66;37;283;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=ce032f47-9a8d-4c6e-b300-ed1fd26e5ac6&famille=BDIF&bdifId=165535DD8102_2018DD535561
FR0010202606;SIDETRADE;olivier novasque, Président;2017-12-20;Acquisition;Action;66.51067;60;3990;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=d3e524b7-b395-4d7d-8a2f-19ebb17b7d4c&famille=BDIF&bdifId=993535DD8102_2018DD535399
FR0010202606;SIDETRADE;olivier novasque, Président;2018-01-08;Acquisition;Action;68.2;50;3410;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=cc69747c-cc12-40cd-a4bb-ac3b0807249d&famille=BDIF&bdifId=104535DD8102_2018DD535401
FR0010202606;SIDETRADE;olivier novasque, Président;2018-01-24;Acquisition;Action;72.02333;60;4321;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=00fd47e8-50c6-4036-8792-fc6deff8f548&famille=BDIF&bdifId=204535DD8102_2018DD535402
FR0010202606;SIDETRADE;olivier novasque, Président;2018-01-26;Acquisition;Action;71.0;20;1420;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=08999916-183e-47fe-aa86-cbaac628834c&famille=BDIF&bdifId=404535DD8102_2018DD535404
FR0000121014;LVMH MOET HENNESSY-LOUIS VUITTON;NICOLAS BAZIRE, membre du conseil d'administration;2018-01-26;Cession;Action;252.1391;9285;2341111;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=4a82daac-7868-4d47-96c2-edb383ab6648&famille=BDIF&bdifId=304535DD8102_2018DD535403
FR0000060618;RALLYE;virginie GRIN personne liée à FINATIS, ADMINISTRATEUR;2018-01-25;Cession;Action;15.0;2000;30000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=bb907eb3-f804-47bf-b33c-dd1777754986&famille=BDIF&bdifId=234535DD8102_2018DD535432
FR0000060618;RALLYE;virginie GRIN personne liée à FINATIS, ADMINISTRATEUR;2018-01-26;Cession;Action;15.0;2000;30000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=b3211246-c59e-434d-942a-5a862960b35a&famille=BDIF&bdifId=534535DD8102_2018DD535435
FR0000120271;TOTAL S.A.;CHRISTINE RENAUD, ADMINISTRATEUR;2017-10-30;Cession;Action;47.73;29;1407;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=945b7216-b54f-4549-ba49-904b7c2e608f&famille=BDIF&bdifId=484535DD8102_2018DD535484
FR0004034320;MR BRICOLAGE;MR BRICOLAGE SA personne morale liée à SIFI, Paul Cassignol, représentant permanent de la SAS SIMB Présidente de la SAS;2018-01-29;Cession;Action;15.1224;11652;176206;0.11295269538461539;Euros;http://www.amf-france.org/technique/multimedia?docId=1e775d46-832e-4a73-a56e-eae5d85c0003&famille=BDIF&bdifId=194535DD8102_2018DD535491
FR0000120271;TOTAL S.A.;CHRISTINE RENAUD, administrateur;2017-06-01;Acquisition;Action;47.74;724;34610;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=17eff9d8-5ae2-4cfd-8db9-3cf61b0aa114&famille=BDIF&bdifId=145535DD8102_2018DD535541
FR0000120271;TOTAL S.A.;CHRISTINE RENAUD, administrateur;2017-09-08;Cession;Action;43.94;298;13121;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=0c99cdb3-8d79-4a36-9ed9-8d2d191cdd8e&famille=BDIF&bdifId=245535DD8102_2018DD535542
FR0000120271;TOTAL S.A.;CHRISTINE RENAUD, administrateur;2017-09-08;Acquisition;Action;44.52;294;13123;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=dc8a4464-4682-4586-81db-f355c55e5d4e&famille=BDIF&bdifId=345535DD8102_2018DD535543
FR0000120271;TOTAL S.A.;CHRISTINE RENAUD, administrateur;2017-11-27;Cession;Action;47.91;1502;71963;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f88b1d62-997f-485a-9710-3d8c45588b8f&famille=BDIF&bdifId=445535DD8102_2018DD535544
FR0000120271;TOTAL S.A.;CHRISTINE RENAUD, administrateur;2017-11-27;Acquisition;Action;47.21;1524;71963;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9c70f232-bbb6-47cf-82e2-0f90d3020e47&famille=BDIF&bdifId=545535DD8102_2018DD535545
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-26;Cession;Action;7.66;63;482;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=98c71601-dce4-4e06-907e-67caa5592bfd&famille=BDIF&bdifId=055535DD8102_2018DD535550
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-25;Cession;Action;7.5963;1265;9609;0.053385108333333334;Euros;http://www.amf-france.org/technique/multimedia?docId=16ab99e7-94e6-471d-8eaa-8394c9a4f69c&famille=BDIF&bdifId=845535DD8102_2018DD535548
FR0013181864;CGG;IFP ENERGIES NOUVELLES Etablissement public à caractère industriel et commercial personne morale liée à Didier HOUSSIN,;2018-01-26;Cession;Droit préférentiel de souscription;1.21;107833;130477;0.2071078253968254;Euros;http://www.amf-france.org/technique/multimedia?docId=a52297e2-e1ee-4a08-9f1e-3cad2e4cc6ad&famille=BDIF&bdifId=348535DD8102_2018DD535843
FR0000121204;WENDEL;Fabienne Porquier, membre du Conseil de surveillance;2018-01-26;Cession;Action;150.7;250;37675;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f49eb75b-ddc2-44ec-a74e-1a2bd69919ea&famille=BDIF&bdifId=108535DD8102_2018DD535801
FR0000121204;WENDEL;Fabienne Porquier, membre du Conseil de surveillance;2018-01-26;Exercice;Option d'achat;82.9;250;20725;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=63da9923-9aae-49e9-9788-61e7d019f71b&famille=BDIF&bdifId=008535DD8102_2018DD535800
FR0000121972;SCHNEIDER ELECTRIC SE;Jean-Pascal Tricoire, Président directeur général;2017-05-16;Cession;Parts de FCPE;146.751;2056;301757;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=fb91bea6-4387-4291-b67d-e96b406d7ffe&famille=BDIF&bdifId=817535DD8102_2018DD535718
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-31;Cession;Action;7.4423;1199;8923;0.04957398722222223;Euros;http://www.amf-france.org/technique/multimedia?docId=aa786235-e3b2-4a48-bbe1-a6081f6b3b85&famille=BDIF&bdifId=440635DD8102_2018DD536044
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-30;Cession;Action;7.6279;3509;26766;0.14870167277777777;Euros;http://www.amf-france.org/technique/multimedia?docId=f522fcdc-f952-4dbe-94e5-6796d2c4c345&famille=BDIF&bdifId=340635DD8102_2018DD536043
FR0010465534;EO2;ONF PARTICIPATIONS SAS, Administrateur;2018-01-29;Cession;Action;8.017;4085;32749;0.1819413611111111;Euros;http://www.amf-france.org/technique/multimedia?docId=1c310e10-b2d2-4b23-af9e-ea5da7e097fc&famille=BDIF&bdifId=240635DD8102_2018DD536042
FR0000071797;INFOTEL;ERIC FABRETTI, directeur général délégué;2018-02-01;Cession;Action;55.25;1780;98345;0.027242382271468146;Euros;http://www.amf-france.org/technique/multimedia?docId=9e4ac514-eda8-400c-968e-fca2bf6aa08d&famille=BDIF&bdifId=720635DD8102_2018DD536027
CH0008175645;TELEVERBIER SA;AFI.ESCA S.A., Président;2018-02-01;Acquisition;Action;50.9961;2610;133099;0.19014260142857142;Euros;http://www.amf-france.org/technique/multimedia?docId=ca6e76e7-5a85-49c1-bd4f-8a0c9c68773c&famille=BDIF&bdifId=620635DD8102_2018DD536026
FR0013280286;BIOMERIEUX;Agnès Lemarchand, administrateur;2017-12-27;Cession;Action;74.11824324324324;296;21939;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=2417886a-6ccf-4400-becf-3d87e82bfc07&famille=BDIF&bdifId=999535DD8102_2018DD535999
FR0013280286;BIOMERIEUX;Agnès Lemarchand, administrateur;2017-12-07;Cession;Action;72.76858108108108;592;43079;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=ac7fe0b4-5e33-4275-a18c-f2c0d9fc5b41&famille=BDIF&bdifId=899535DD8102_2018DD535998
FR0000050353;LISI;Laurent Sanchez, Directeur Business Unit;2018-01-15;Cession;Action;41.0;200;8200;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=42f81a24-59e9-4c0c-9355-379c5074403c&famille=BDIF&bdifId=799535DD8102_2018DD535997
FR0013154002;SARTORIUS STEDIM BIOTECH;Financiere de la Seigneurie SAS personne morale liée à BERNARD LEMAITRE, ADMINISTRATEUR;2018-02-01;Cession;Action;71.7704;31094;2231628;0.034195967171314734;Euros;http://www.amf-france.org/technique/multimedia?docId=87abc88a-c558-40ea-838f-62f00ac321d6&famille=BDIF&bdifId=699535DD8102_2018DD535996
FR0004034593;FASHION BEL AIR;SITRUK FRANCK, ADMINISTRATEUR;2018-01-26;Cession;Action;0.5608;1312;735;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=dc80fe5c-1db1-4a66-9f3b-7cdcee0e73f8&famille=BDIF&bdifId=379535DD8102_2018DD535973
FR0000121329;THALES;ETAT - AGENCE DES PARTICIPATIONS DE L'ETAT , Administrateur;2018-01-29;Dotataion de titres à un EPIC;Action;0.0;54786654;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=d6c9c1df-8fed-40c2-8bd0-53f7052c2981&famille=BDIF&bdifId=259535DD8102_2018DD535952
FR0004034593;FASHION BEL AIR;Eric SITRUK, PRESIDENT;2018-02-01;Acquisition;Action;0.7;15000;10500;0.105;Euros;http://www.amf-france.org/technique/multimedia?docId=0a8b7444-270e-4d66-8f59-c371bbd368a4&famille=BDIF&bdifId=719535DD8102_2018DD535917
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-01-31;Exercice;Option d'achat;0.2;15000;3000;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=7e2fba2c-7a42-4028-8ee0-a68467a7c9fa&famille=BDIF&bdifId=209535DD8102_2018DD535902
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-01-31;Cession;Action;11.0968;15000;166452;0.18291428571428572;Euros;http://www.amf-france.org/technique/multimedia?docId=1f4b42fd-1816-403d-84c1-416f29deda7a&famille=BDIF&bdifId=998535DD8102_2018DD535899
FR0010242511;ELECTRICITE DE FRANCE;ETAT - AGENCE DES PARTICIPATIONS DE L'ETAT Service à ompétence nationale de l'Etat, Administrateur;2018-01-29;Dotation de titres à un établissement public;Action;0.0;389349361;0;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=9017fddc-e80f-4f5f-b28a-edbec78250e7&famille=BDIF&bdifId=988535DD8102_2018DD535889
FR0000079683;ARTEFACT;SULLY PATRIMOINE GESTION Société anonyme personne morale liée à François Berger de la Villardière, CEO;2018-01-30;Souscription;Action;3.0;255000;765000;0.7149532710280374;Euros;http://www.amf-france.org/technique/multimedia?docId=48fc749e-2822-4bd2-ab12-eb45a5811ed9&famille=BDIF&bdifId=178535DD8102_2018DD535871
FR0011950732;ELIOR GROUP;BIM SAS, MEMBRE DU CONSEIL D'ADMINISTRATION D'ELIOR GROUP SA;2018-01-29;Cession;Action;18.97;3364000;63815079;2.0124591611479024;Euros;http://www.amf-france.org/technique/multimedia?docId=e63cfd30-f360-4180-b913-5639d4cc6065&famille=BDIF&bdifId=676535DD8102_2018DD535676
FR0011950732;ELIOR GROUP;BIM SAS, MEMBRE DU CONSEIL D'ADMINISTRATION D'ELIOR GROUP SA;2018-01-26;Cession;Action;18.97;3954000;75007380;2.365417218543046;Euros;http://www.amf-france.org/technique/multimedia?docId=0509b98d-73ef-4837-9cde-df05eb737be2&famille=BDIF&bdifId=376535DD8102_2018DD535673
FR0010465534;EO2;SA PACIFICO SA, MEMBRE DU CA;2018-02-01;Cession;Action;7.4784;818;6117;0.03598430117647059;Euros;http://www.amf-france.org/technique/multimedia?docId=65b71c14-e274-4476-ab2f-80eac5e2eb0a&famille=BDIF&bdifId=002635DD8102_2018DD536200
FR0012419307;FOCUS HOME INTERACTIVE;Cédric Lagarrigue, Président;2018-02-02;Cession;Action;37.02;11500;425730;0.20971921182266012;Euros;http://www.amf-france.org/technique/multimedia?docId=3956abe0-429e-47a4-b591-75afeddf640d&famille=BDIF&bdifId=071635DD8102_2018DD536170
FR0000030827;IGE+XAO;CHARLES BAUDRON, Directeur Technique;2018-01-26;Cession;Action;132.0;87868;11598576;5.828430150753769;Euros;http://www.amf-france.org/technique/multimedia?docId=e4256b08-37c7-431b-8cd7-d010ac9a1f26&famille=BDIF&bdifId=461635DD8102_2018DD536164
FR0000053506;CEGEDIM;MARUCCHI SAS SAS, Directeur Général Délégué;2018-01-30;Cession;Action;42.0;2000;84000;0.014165261382799325;Euros;http://www.amf-france.org/technique/multimedia?docId=e9a1e9bd-5900-4e5f-8983-b6a253f33409&famille=BDIF&bdifId=141635DD8102_2018DD536141
FR0000053506;CEGEDIM;Pierre Marucchi, Directeur Général Délégué;2018-01-30;Cession;Action;42.0;2000;84000;0.014165261382799325;Euros;http://www.amf-france.org/technique/multimedia?docId=f0e0c2e4-f48c-421d-bff4-f92df66b47fb&famille=BDIF&bdifId=331635DD8102_2018DD536133
FR0000066722;GUILLEMOT CORPORATION;Gérard GUILLEMOT, DIRECTEUR GENERAL DELEGUE;2018-01-31;Exercice;Action;1.91;15000;28650;0.04775;Euros;http://www.amf-france.org/technique/multimedia?docId=8b1c33c6-272c-49b3-91b1-abccd0c5f13c&famille=BDIF&bdifId=711635DD8102_2018DD536117
FR0000066722;GUILLEMOT CORPORATION;Christian GUILLEMOT, DIRECTEUR GENERAL DELEGUE;2018-01-31;Exercice;Action;1.91;15000;28650;0.04775;Euros;http://www.amf-france.org/technique/multimedia?docId=987bf9bb-ee6a-4bde-a7b1-1aca81853056&famille=BDIF&bdifId=611635DD8102_2018DD536116
FR0000066722;GUILLEMOT CORPORATION;Michel GUILLEMOT, DIRECTEUR GENERAL DELEGUE;2018-01-31;Exercice;Action;1.91;15000;28650;0.04775;Euros;http://www.amf-france.org/technique/multimedia?docId=f1c53848-fb05-46e7-bbb2-bd520872594e&famille=BDIF&bdifId=511635DD8102_2018DD536115
FR0000066722;GUILLEMOT CORPORATION;Yves GUILLEMOT, DIRECTEUR GENERAL DELEGUE;2018-01-31;Exercice;Action;1.91;15000;28650;0.04775;Euros;http://www.amf-france.org/technique/multimedia?docId=feb90b4a-8528-43a9-8044-4d9d10446094&famille=BDIF&bdifId=311635DD8102_2018DD536113
FR0000066722;GUILLEMOT CORPORATION;Claude GUILLEMOT, PRESIDENT DIRECTEUR GENERAL;2018-01-31;Exercice;Action;1.91;15000;28650;0.04775;Euros;http://www.amf-france.org/technique/multimedia?docId=432cf31f-4b08-4b83-8ce4-5766f1e61e02&famille=BDIF&bdifId=211635DD8102_2018DD536112
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-02-01;Cession;Action;11.0279;2143;23632;0.026855442840909093;Euros;http://www.amf-france.org/technique/multimedia?docId=8b003219-f078-493c-aa0b-0713f5befe10&famille=BDIF&bdifId=011635DD8102_2018DD536110
FR0012650166;ELECTRO POWER SYSTEMS SA;CARLALBERTO GUGLIELMINOTTI, DIRECTEUR GENERAL;2018-02-01;Exercice;Option d'achat;0.2;2143;428;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=f641f0d2-d033-471c-adac-70fd7ed63123&famille=BDIF&bdifId=901635DD8102_2018DD536109
FR0010343186;HEURTEY PETROCHEM;AXENS , Actionnaire, personne morale liée à Jean Sentenac et Olivier Blatter, administrateurs;2017-12-27;Acquisition;Action;23.3;237;5522;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=7d1cdd12-75e0-4253-8606-6eed883e1511&famille=BDIF&bdifId=801635DD8102_2018DD536108
FR0000054694;NATUREX;SOCIETE FINANCIERE DES SUCRES , Actionnaire, personne morale liée à Olivier et Paul Lippens, administrateurs;2018-01-02;Acquisition;Action;88.0;8;704;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=e9eac976-9d03-4de3-a532-de15c7219859&famille=BDIF&bdifId=601635DD8102_2018DD536106
FR0000121204;WENDEL;Nicolas ver Hulst, membre du Conseil de surveillance;2018-01-16;Acquisition;Action;148.26;182;26983;0.0;Euros;http://www.amf-france.org/technique/multimedia?docId=cb8cfe23-6daf-4017-abe0-3aef2e03c0b5&famille=BDIF&bdifId=401635DD8102_2018DD536104
FR0000121220;SODEXO;Cécile BELLON personne liée à Bernard Bellon, Administrateur de la société;2018-02-01;Acquisition;Action;100.8;895003;90216322;0.6092404278768232;Euros;http://www.amf-france.org/technique/multimedia?docId=8529db8d-f561-45d9-abc9-8950ae121ea1&famille=BDIF&bdifId=990635DD8102_2018DD536099
